No_Wj,Author,Title,Site,CUE,PFT,PFT,Latitude,longitude,tmp(℃),pre (mm),Substrate,Chemical formula,γs,Substrate,Substrate,Amount (ug),note,Incubation Time (day/h),Temperature(℃),Method,Other treatment,subtreatment,Soil horizon(cm),pH,C/N,CUE%,Error,Data location,Calculation method
315,,,"Maxwell,CA",0.40 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,15.00 ,,,,,,39.10 ,,,,
316,,,"Maxwell,CA",0.34 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,25.00 ,,,,,,39.10 ,,,,
317,,,"Maxwell,CA",0.60 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,5.00 ,,,,,,39.10 ,,,,
318,,,"Maxwell,CA",0.44 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,15.00 ,,,,,,39.10 ,,,,
319,,,"Maxwell,CA",0.35 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,25.00 ,,,,,,39.10 ,,,,
320,,,"Maxwell,CA",0.51 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,5.00 ,,,,,,78.00 ,,,,
321,,,"Maxwell,CA",0.36 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,15.00 ,,,,,,78.00 ,,,,
322,,,"Maxwell,CA",0.30 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,25.00 ,,,,,,78.00 ,,,,
323,,,"Maxwell,CA",0.55 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,5.00 ,,,,,,78.00 ,,,,
324,,,"Maxwell,CA",0.41 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,15.00 ,,,,,,78.00 ,,,,
325,,,"Maxwell,CA",0.35 ,12,Croplands,39.28 ,-122.19 ,15.85 ,438.00 ,rice straw,,,high-molecular compound,residue,,,,25.00 ,,,,,,78.00 ,,,,
326,"Serita D. Frey1*, Juhwan Lee2, 2013",The temperature response of soil microbial efficiency and its feedback to climate,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.65 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glucose,,4.00 ,glucose,glucose,,,,5.00 ,,,,,,,,,,
327,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.74 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glucose,,4.00 ,glucose,glucose,,,,15.00 ,,,,,,,,,,
328,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.65 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glucose,,4.00 ,glucose,glucose,,,,25.00 ,,,,,,,,,,
329,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.66 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glutamic acid,,3.60 ,organic acid,amino acid,,,,5.00 ,,,,,,,,,,
330,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.60 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glutamic acid,,3.60 ,organic acid,amino acid,,,,15.00 ,,,,,,,,,,
331,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.46 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Glutamic acid,,3.60 ,organic acid,amino acid,,,,25.00 ,,,,,,,,,,
332,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.40 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
333,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.17 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
334,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.16 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
335,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.05 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
336,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.03 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
337,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.03 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
338,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.29 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
339,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.17 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
340,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.14 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
341,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.28 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
342,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.19 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
343,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.15 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
344,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.34 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
345,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.09 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
346,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.10 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
347,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.32 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,5.00 ,,,,,,,,,,
348,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.18 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,15.00 ,,,,,,,,,,
349,,,"the Prospect Hill Tract at the Harvard Forest Long-Term Ecological Research (LTER) site in Petersham, Massachusetts, USA",0.13 ,5,Forest,42.53 ,-72.19 ,6.78 ,1142.00 ,Oxalic acid,,1.00 ,organic acid,other organic acid,,,,25.00 ,,,,,,,,,,
350,"Rachel K. Thieta,*, Serita D. Freya,2006","Do growth yield efficiencies differ between soil microbial
communities differing in fungal:bacterial ratios?
Reality check and methodological issues","the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.59 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose+N,,,glucose,glucose+N,,,10h,25.00 ,,,,,,,,,,
351,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.69 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose+N,,,glucose,glucose+N,,,10h,25.00 ,,,,,,,,,,
352,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.61 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose+N,,,glucose,glucose+N,,,10h,25.00 ,,,,,,,,,,
353,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.70 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose+N,,,glucose,glucose+N,,,10h,25.00 ,,,,,,,,,,
354,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.62 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose,,4.00 ,glucose,glucose,,,10h,25.00 ,,,,,,,,,,
355,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.78 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose,,4.00 ,glucose,glucose,,,10h,25.00 ,,,,,,,,,,
356,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.60 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose,,4.00 ,glucose,glucose,,,10h,25.00 ,,,,,,,,,,
357,,,"the Ohio Agricultural Research and Development Center in Wooster, OH, USA",0.76 ,12,Croplands,40.81 ,-81.94 ,9.50 ,733.00 ,13C-glucose,,4.00 ,glucose,glucose,,,10h,25.00 ,,,,,,,,,,
358,"Hana Šantrůčková . Tomáš Picek,2004",Short-term partitioning of 14C-[U]-glucose in the soil microbial pool under varied aeration status,,0.71 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,16h,,,,,,,,,,,
359,,,,0.69 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,24h,,,,,,,,,,,
360,,,,0.74 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,48h,,,,,,,,,,,
361,,,,0.72 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,72h,,,,,,,,,,,
362,,,,0.66 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,16h,,,,,,,,,,,
363,,,,0.52 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,24h,,,,,,,,,,,
364,,,,0.47 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,48h,,,,,,,,,,,
365,,,,0.43 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,72h,,,,,,,,,,,
366,,,,0.74 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,16h,,,,,,,,,,,
367,,,,0.74 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,24h,,,,,,,,,,,
368,,,,0.76 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,48h,,,,,,,,,,,
369,,,,0.75 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,72h,,,,,,,,,,,
370,,,,0.45 ,12,Croplands,49.02 ,14.46 ,8.35 ,717.00 ,14C-[U]-glucose,,4.00 ,glucose,glucose,,,72h,,,,,,,,,,,
371,"J. Megan Steinweg,Alain F. Plante,2008",Patterns of substrate utilization during long-term incubations at different temperatures,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.65 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,0d,15,,,,,,,,,,
372,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.79 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,90d,15,,,,,,,,,,
373,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.71 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,360d,15,,,,,,,,,,
374,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.81 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,600d,15,,,,,,,,,,
375,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.60 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,0d,25,,,,,,,,,,
376,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.63 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,90d,25,,,,,,,,,,
377,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.73 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,360d,25,,,,,,,,,,
378,,,"the Northern Great Plains Research
Laboratory located near Mandan, North Dakota",0.66 ,12,Croplands,46.77 ,-100.92 ,5.00 ,402.00 ,"Cellobiose (a glucose disaccharide derived from the partial hydrolysis
of cellulose)",,4.00 ,high-molecular compound,high-molecular,,,600d,25,,,,,,,,,,
379,"Justin B. Brant, Elizabeth W. Sulzman,2006","Microbial community utilization of added carbon substrates in response
to long-term carbon input manipulation","H.J.
Andrews Experimental Forest (HJA) in Oregon",0.76 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glucose,,4.00 ,glucose,glucose,,,2d,22.00 ,,,,0–10 ,,,,,,
380,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.30 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glutamate,,3.60 ,organic acid,amino acid,,,2d,22.00 ,,,,0–10 ,,,,,,
381,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.05 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Oxalate,,1.00 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
382,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.42 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
383,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.77 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glucose,,4.00 ,glucose,glucose,,,2d,22.00 ,,,,0–10 ,,,,,,
384,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.31 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glutamate,,3.60 ,organic acid,amino acid,,,2d,22.00 ,,,,0–10 ,,,,,,
385,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.05 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Oxalate,,1.00 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
386,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.38 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
387,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.82 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glucose,,4.00 ,glucose,glucose,,,2d,22.00 ,,,,0–10 ,,,,,,
388,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.28 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Glutamate,,3.60 ,organic acid,amino acid,,,2d,22.00 ,,,,0–10 ,,,,,,
389,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.01 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Oxalate,,1.00 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
390,,,"H.J.
Andrews Experimental Forest (HJA) in Oregon",0.37 ,1,Needleleaf Forest,44.25 ,-122.17 ,8.70 ,2370.00 ,Phenol,,4.67 ,organic acid,other organic acid,,,2d,22.00 ,,,,0–10 ,,,,,,
391,"C. Nguyen*, A. Guckert,2001","Short-term utilisation of 14C-[U]glucose by soil microorganisms in
relation to carbon availability","Nancy, North-East of France",0.92 ,12,Croplands,48.69 ,6.18 ,9.66 ,731.00 ,14C-glucose,,4.00 ,glucose,glucose,,,1h,22.00 ,,,,0-30,6.50 ,,,,,
392,,,"Nancy, North-East of France",0.72 ,12,Croplands,48.69 ,6.18 ,9.66 ,731.00 ,14C-glucose,,4.00 ,glucose,glucose,,,3d,22.00 ,,,,0-30,6.50 ,,,,,
393,,,"Nancy, North-East of France",0.91 ,12,Croplands,48.69 ,6.18 ,9.66 ,731.00 ,14C-glucose,,4.00 ,glucose,glucose,,,1h,22.00 ,,,,0-30,6.50 ,,,,,
394,,,"Nancy, North-East of France",0.68 ,12,Croplands,48.69 ,6.18 ,9.66 ,731.00 ,14C-glucose,,4.00 ,glucose,glucose,,,3d,22.00 ,,,,0-30,6.50 ,,,,,
395,"MELANY C. FISK, TIMOTHY J. FAHEY,2001",Microbial biomass and nitrogen cycling responses to fertilization and litter removal in young northern hardwood forests,"theWhiteMountain National Forest, NH.",0.34 ,4,Deciduous Broadleaf Forest,44.15 ,-71.45 ,3.28 ,1405.00 ,,,,,,,,,22.00 ,,,,,,,,,,
396,,,"theWhiteMountain National Forest, NH.",0.23 ,4,Deciduous Broadleaf Forest,44.15 ,-71.45 ,3.28 ,1405.00 ,,,,,,,,,22.00 ,,,,,,,,,,
397,,,"theWhiteMountain National Forest, NH.",0.26 ,4,Deciduous Broadleaf Forest,44.15 ,-71.45 ,3.28 ,1405.00 ,,,,,,,,,22.00 ,,,,,,,,,,
398,P. A. W. van Hees & E. Johansson ，2008,"Dynamics of simple carbon compounds in two forest soils
as revealed by soil solution concentrations
and biodegradation kinetics","Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.63 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,E horizon (0-10cm),4.13 ,,,,,
399,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.68 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,Bs1 horizon (10-15cm),5.10 ,,,,,
400,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.77 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,Bs2 horizon (15-20cm),6.02 ,,,,,
401,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.70 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,, O2  horizon (0–3cm),3.38 ,,,,,
402,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.45 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,E horizon (0-10cm),4.13 ,,,,,
403,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.56 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,Bs1 horizon (10-15cm),5.10 ,,,,,
404,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.70 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,, O2  horizon (0–3cm),3.38 ,,,,,
405,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.80 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,E horizon (0-5cm),3.72 ,,,,,
406,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.65 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled glucose ,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,Bs2 horizon (10-15cm),5.62 ,,,,,
407,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.58 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,O1 horizon (8–4 cm) ,3.46 ,,,,,
408,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.63 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,, O2  horizon (0–3cm),3.38 ,,,,,
409,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.70 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,E horizon (0-5cm),3.72 ,,,,,
410,,,"Svartberget Research
Park, 70 km NWof Umeå, Sweden",0.38 ,1,Needleleaf Forest,64.23 ,10.77 ,3.68 ,1231.00 ,14C-labelled galactose,,4.00 ,glucose,glucose,,,170h,5.00 ,,,,Bs1 horizon (5-10cm),5.49 ,,,,,
411,COLIN L. TUCKER，JENNIFER BELL，2012,"Does declining carbon-use efficiency explain thermal
acclimation of soil respiration with warming?",Pole Mountain  in southeast Wyoming. ,0.91 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,1.50 ,,,,0-15,,,,,,
412,,,Pole Mountain  in southeast Wyoming. ,0.71 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,10.00 ,,,,0-15,,,,,,
413,,,Pole Mountain  in southeast Wyoming. ,0.54 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,22.50 ,,,,0-15,,,,,,
414,,,Pole Mountain  in southeast Wyoming. ,0.91 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,1.50 ,,,,0-15,,,,,,
415,,,Pole Mountain  in southeast Wyoming. ,0.79 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,10.00 ,,,,0-15,,,,,,
416,,,Pole Mountain  in southeast Wyoming. ,0.68 ,10,Grasslands,41.25 ,-105.44 ,2.88 ,438.00 ,Dextrose,,4.00 ,glucose,glucose,,,2d,22.50 ,,,,0-15,,,,,,
417,"S.D.Frey,V.V.S.R.Gupta,2001",Protozoan grazing affects estimates of carbon utilization efficiency of the soil microbial community,"Central Great Plains Research Station at Akron,Colorado,USA",0.58 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,,25,,,,0-5,5.79 ,,,,,
418,,,"Central Great Plains Research Station at Akron,Colorado,USA",0.58 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,20h,25,,,,0-5,5.79 ,,,,,
419,,,"Central Great Plains Research Station at Akron,Colorado,USA",0.57 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,20h,25,,,,0-5,5.79 ,,,,,
420,,,"Central Great Plains Research Station at Akron,Colorado,USA",0.65 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,,25,,,,0-5,5.79 ,,,,,
421,,,"Central Great Plains Research Station at Akron,Colorado,USA",0.41 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,13h,25,,,,0-5,5.79 ,,,,,
422,,,"Central Great Plains Research Station at Akron,Colorado,USA",0.24 ,12,Croplands,40.15 ,-103.14 ,9.32 ,407.00 ,glucose,,4.00 ,glucose,glucose,,,13h,25,,,,0-5,5.79 ,,,,,
423,,,Waite Agricultural Research Institute in South Australia,0.56 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,,25,,,,0-5,5.90 ,,,,,
424,,,Waite Agricultural Research Institute in South Australia,0.55 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,18h,25,,,,0-5,5.90 ,,,,,
425,,,Waite Agricultural Research Institute in South Australia,0.54 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,18h,25,,,,0-5,5.90 ,,,,,
